2, 222
3, 199
3, 210
3, 176
4, 164
4, 177
5, 170
5, 345
5, 336
5, 255
5, 345
5, 432
6, 312
6, 321
6, 456
7, 445
7, 381
7, 525
7, 200
7, 296
8, 338
8, 449
8, 627
8, 442
8, 553
9, 411
9, 844
9, 826
9, 497
9, 683
9, 927
9, 847
10, 1488
10, 1874
10, 1519
10, 1001
10, 1573
11, 1739
11, 2277
11, 2294
11, 2123
11, 2565
11, 1730
12, 1610
12, 1643
12, 1526
12, 1871
12, 2127
12, 2322
12, 1746
12, 2021
12, 2289
13, 2200
13, 1754
13, 1478
13, 1586
13, 1768
13, 1997
13, 2200
14, 2247
14, 2243
14, 1958
14, 2185
14, 2311
14, 1773
14, 1788
15, 1551
15, 1621
15, 1557
15, 2101
15, 2185
15, 2454
15, 2220
15, 2491
15, 2512
15, 2778
15, 2941
15, 3225
16, 3403
16, 3161
16, 2777
16, 3221
16, 3535
16, 3765
16, 4301
16, 4642
16, 4775
17, 4421
17, 4658
17, 4756
17, 4959
17, 4873
17, 4970
18, 5088
18, 4980
18, 4887
18, 4693
18, 4493
18, 5428
19, 5716
19, 5456
19, 5403
19, 5554
19, 5477
19, 5370
20, 5555
20, 5232
20, 5089
20, 5050
20, 5077
20, 5300
20, 5311
21, 5356
21, 4636
21, 4694
22, 5048
22, 5522
22, 5907
22, 6054
22, 6144
22, 6201
22, 6466
22, 6732
22, 6745
23, 6796
23, 6822
23, 6788
23, 6681
23, 6632
23, 6844
24, 6644
24, 6430
24, 5936
24, 5656
25, 5614
25, 5544
25, 5611
25, 5777
25, 5644
26, 5732
26, 5865
26, 6354
26, 6433
26, 7044
26, 7355
26, 7756
26, 7999
26, 8522
27, 8721
27, 9015
27, 9000
27, 9044
27, 9085
27, 9006
27, 9077
28, 9443
28, 10088
28, 9732
28, 9608
28, 9334
28, 9454
28, 9234
29, 8778
29, 8647
30, 8066
30, 7917
30, 7437
30, 7598
30, 7532
31, 7429
31, 7333
31, 7151
31, 7144
31, 7216
31, 7365
32, 7272
32, 7199
32, 7340
32, 6888
32, 6314
32, 6322
32, 6737
33, 6755
33, 6656
33, 6933
33, 6934
33, 6810
33, 6888
33, 7122
34, 6948
34, 6952
34, 7145
34, 7251
34, 7279
34, 7636
34, 7909
34, 8310
34, 8707
35, 9080
35, 9319
35, 9233
35, 9766
35, 10125
35, 10566
36, 10498
36, 10688
36, 10855
36, 10605
36, 10789
36, 11044
36, 11291
36, 11143
36, 11200
36, 11344
36, 11355
37, 11121
37, 11235
37, 11156
37, 11368
37, 10988
38, 11204
38, 10823
38, 10797
38, 10679
38, 10490
38, 9990
39, 9624
39, 9302
39, 9300
40, 9120
40, 9221
40, 8701
40, 8377
40, 8433
40, 8456
40, 8255
41, 8054
41, 8131
41, 8199
41, 7923
42, 7892
42, 7541
42, 7866
42, 7864
42, 7755
42, 7865
42, 8143
42, 8399
42, 8719
42, 8787
42, 8534
42, 9019
43, 9219
43, 9459
43, 9610
43, 9810
43, 10209
44, 10487
44, 10864
44, 11321
44, 11499
44, 11683
44, 11562
44, 11664
44, 12044
44, 12478
44, 12534
44, 12356
44, 12321
44, 12345
44, 12612
45, 12477
45, 12254
45, 12403
45, 12450
45, 12702
46, 12812
46, 12788
46, 13012
46, 12990
46, 12871
46, 12879
46, 12844
46, 12432
46, 12334
46, 12620
47, 12090
47, 11924
47, 11968
48, 11762
48, 11808
48, 11755
48, 11488
48, 11456
48, 11334
48, 10935
49, 10633
49, 10490
50, 10181
50, 10273
50, 10046
50, 9861
50, 10031
50, 10200
50, 10255
50, 10845
50, 10998
50, 11144
50, 11420
50, 11173
50, 11422
51, 11920
51, 11894
52, 12138
52, 12198
52, 12197
52, 12499
52, 12809
52, 13299
52, 13568
52, 13661
52, 13578
52, 13795
52, 14108
52, 14442
52, 14639
52, 14513
52, 14710
53, 14789
53, 14779
53, 14833
54, 14624
54, 14666
54, 14468
54, 14822
54, 14764
54, 15053
54, 15302
54, 15308
54, 15286
54, 15267
54, 15500
54, 15589
54, 15437
54, 15247
55, 15164
55, 15125
56, 15043
56, 14510
56, 14412
56, 14388
56, 14156
56, 14249
56, 14055
56, 13623
56, 13700
57, 13277
58, 12966
58, 13133
58, 12858
58, 12756
58, 12388
58, 12643
58, 12877
58, 12877
58, 13247
59, 13405
60, 13192
60, 13548
60, 13430
60, 14036
60, 13908
60, 14121
60, 14086
60, 14166
60, 14482
60, 14835
60, 14970
60, 14822
60, 14999
61, 14872
61, 15146
62, 15094
62, 15322
62, 15252
62, 15201
62, 15464
62, 15655
62, 15580
62, 15955
62, 16058
62, 16091
62, 16076
62, 16414
62, 16222
62, 16085
62, 16064
62, 16322
62, 16342
63, 16202
63, 16236
63, 16174
64, 16311
64, 16356
