1, 1471
1, 1296
1, 1241
1, 1255
1, 1332
2, 1266
2, 1376
2, 1211
2, 1199
2, 1234
2, 1399
2, 1395
4, 1354
4, 1212
4, 1340
4, 1554
4, 1177
4, 1210
6, 1385
6, 1424
6, 1275
6, 1452
6, 1641
6, 1500
6, 1293
6, 1256
6, 1221
6, 1207
6, 1410
6, 1364
6, 1630
6, 2025
7, 2168
7, 2028
7, 2366
7, 2463
7, 1861
9, 2276
9, 2414
9, 2582
9, 2867
10, 2344
10, 2436
10, 2734
10, 2817
10, 3054
10, 2192
10, 2358
10, 2526
10, 2625
10, 2752
10, 2765
11, 2186
11, 2154
11, 1917
12, 1811
12, 1932
12, 1555
12, 1701
12, 1986
12, 2140
12, 2261
12, 2266
12, 2456
12, 2291
12, 2510
12, 2099
12, 2236
13, 2018
13, 1932
13, 2035
13, 2026
13, 2005
13, 1885
13, 1917
13, 2018
13, 2251
13, 2276
13, 2319
13, 2355
13, 2535
13, 2411
13, 2365
14, 2355
14, 2637
14, 2950
14, 2868
14, 3266
14, 3144
14, 3279
15, 3311
15, 3549
15, 4005
15, 4285
15, 4524
15, 5049
15, 5158
15, 5235
15, 5370
15, 5313
15, 5540
15, 5505
15, 5527
16, 5950
16, 5697
16, 6047
17, 5954
17, 5664
17, 5777
17, 5487
17, 5207
17, 5129
17, 5163
18, 4808
18, 4891
18, 4869
18, 4890
18, 4597
18, 4492
19, 3924
19, 3966
19, 4091
19, 3858
19, 3944
19, 3914
19, 3850
19, 3899
19, 3955
20, 3818
20, 3683
20, 3986
20, 4066
20, 3916
20, 3944
20, 4161
21, 4129
21, 4143
21, 4191
21, 4385
21, 4677
21, 4426
21, 4422
21, 4430
21, 4644
21, 4677
21, 4845
21, 4643
21, 4917
21, 5177
21, 5449
21, 5731
22, 5589
22, 5742
22, 6872
22, 7084
23, 7359
23, 7227
23, 7551
23, 7996
23, 8254
23, 8200
23, 8322
23, 8444
23, 8563
23, 8710
23, 8555
23, 8742
24, 8921
24, 9164
24, 8981
24, 8977
24, 8769
25, 8632
25, 8489
25, 8546
25, 7878
25, 7714
25, 7559
26, 6995
26, 7090
26, 6951
27, 6577
27, 6350
27, 6488
27, 6455
27, 6432
27, 6418
27, 6299
27, 6150
27, 6177
28, 5998
28, 5689
28, 5582
28, 5566
28, 5490
29, 5562
29, 5506
29, 5610
29, 5843
29, 6122
29, 6218
29, 6428
29, 6267
29, 6233
29, 6455
29, 6469
29, 6622
29, 6736
30, 7321
30, 7275
30, 8026
30, 8032
30, 8221
30, 8421
30, 8440
30, 8755
31, 8811
31, 9256
31, 9344
31, 9443
31, 9475
31, 9611
31, 9700
31, 9796
31, 9957
31, 10093
31, 9977
31, 9911
32, 9576
32, 9661
32, 10103
32, 10436
32, 10228
32, 10322
33, 10292
33, 10263
33, 10311
33, 10292
33, 9788
33, 10033
33, 9796
34, 9510
34, 9694
34, 9533
34, 9099
35, 9205
35, 9143
35, 9081
35, 8939
35, 8954
35, 8999
35, 8833
35, 8920
35, 8976
36, 8898
36, 8908
36, 8978
36, 8643
36, 8971
37, 8621
37, 8715
37, 8871
37, 9189
37, 8755
37, 8999
37, 9080
37, 8918
37, 9266
37, 9085
38, 9043
38, 9250
38, 10555
38, 10282
38, 10265
38, 10886
38, 10930
38, 11069
38, 11524
38, 11619
38, 11639
38, 11621
39, 11615
39, 11821
39, 12183
39, 12638
39, 12465
39, 12608
39, 12840
40, 13089
40, 13275
40, 13267
40, 13268
40, 13500
40, 13484
41, 13477
41, 13678
41, 13627
41, 13916
41, 13655
41, 13577
41, 13711
41, 13461
41, 13389
42, 13433
42, 13525
42, 13201
42, 13428
42, 13410
42, 13271
42, 13079
43, 12166
43, 12099
43, 12228
44, 11878
44, 11630
44, 11419
44, 11463
44, 11525
44, 11593
44, 11499
45, 11395
45, 11361
45, 11932
45, 12027
45, 12060
45, 12277
46, 12246
46, 12110
46, 12452
46, 12833
46, 13072
46, 13264
47, 13310
47, 13128
47, 13607
47, 14064
47, 13846
47, 14083
47, 14077
47, 14244
47, 14478
47, 14253
48, 14299
48, 14547
48, 14577
48, 15042
48, 14954
49, 15053
49, 15076
49, 15642
49, 15644
49, 16134
49, 16226
49, 16389
49, 16588
49, 16360
49, 16267
49, 16388
49, 16617
49, 16494
49, 16445
50, 16477
50, 16565
50, 16504
50, 16583
50, 16622
51, 16683
51, 16621
51, 16490
51, 16405
51, 16015
51, 15716
52, 15531
52, 15555
52, 15204
52, 15027
52, 14908
52, 14856
52, 14606
52, 14655
52, 14755
52, 14819
52, 14465
54, 14077
54, 14240
54, 14139
54, 14331
54, 14350
54, 14305
54, 14513
54, 14490
55, 14487
55, 14744
55, 14844
55, 15323
55, 15344
55, 15420
55, 15865
56, 15397
57, 15833
57, 15788
57, 15864
57, 16187
57, 16412
57, 16388
57, 16599
57, 16832
57, 16799
57, 17211
57, 17436
57, 17611
58, 17488
58, 17530
58, 17433
58, 17433
58, 17528
58, 17450
58, 17932
58, 17860
58, 17767
58, 17761
58, 17805
58, 17717
58, 17789
58, 17923
58, 17833
58, 18150
58, 18067
58, 18286
60, 18091
60, 18131
60, 18178
60, 18248
61, 18288
61, 18332
61, 18339
61, 18230
61, 18214
61, 18888
61, 18797
61, 18950
61, 19012
61, 18783
61, 18838
61, 18611
62, 18464
62, 18278
62, 18077
62, 18110
62, 18013
62, 17805
62, 17945
62, 17678
62, 17156
62, 17316
64, 17087
64, 17301
64, 17567
64, 17379
64, 17833
64, 18631
64, 18674
64, 18800
64, 18821
64, 18747
64, 18944
66, 18554
66, 18508
66, 18283
66, 18360
66, 18977
66, 19061
66, 19349
66, 19199
66, 19339
66, 19221
66, 19272
66, 19162
66, 19272
66, 19438
66, 19305
68, 19200
68, 19244
68, 19191
69, 19123
69, 19519
69, 19688
69, 19684
69, 19675
69, 19788
69, 19883
69, 19772
69, 19756
69, 19522
69, 19628
69, 19673
69, 19660
69, 19573
69, 19487
70, 19182
71, 18839
71, 19068
71, 19011
71, 18900
71, 19033
71, 18888
71, 18955
71, 18999
71, 18956
71, 18967
71, 18735
71, 18656
71, 18590
71, 18566
71, 18538
72, 18455
72, 18679
72, 18799
73, 18977
73, 18623
73, 18864
73, 18735
73, 18977
73, 18855
73, 18766
73, 18889
73, 18511
73, 18157
74, 18389
74, 18733
74, 18763
74, 18522
74, 18877
74, 19066
74, 19660
74, 19728
74, 19664
74, 19633
74, 19774
74, 19826
74, 19575
74, 19855
76, 19888
76, 19956
76, 19789
76, 19993
76, 19844
76, 19844
76, 19955
76, 20023
76, 20096
76, 20235
76, 20165
76, 19845
76, 19850
76, 19834
76, 19689
76, 19831
76, 19523
78, 19399
78, 19421
79, 19189
79, 19622
79, 19611
79, 19554
79, 19571
79, 19522
79, 19777
79, 19722
79, 19666
79, 19787
79, 19477
79, 19823
79, 19844
80, 19800
80, 19819
80, 19733
80, 19656
81, 19877
81, 19844
81, 19855
81, 19678
81, 19855
81, 19832
81, 19911
81, 19966
81, 19971
81, 20066
81, 19833
81, 19822
81, 19845
81, 19589
81, 19698
81, 19755
81, 19655
81, 19252
81, 19311
82, 18689
82, 19608
82, 18925
82, 19821
82, 19433
83, 19388
83, 18922
83, 18833
83, 18834
83, 19533
83, 19248
84, 19333
84, 19233
84, 19433
84, 19314
85, 19436
85, 19255
85, 19360
85, 19645
85, 19725
86, 19466
86, 19543
86, 19388
86, 19310
86, 19178
86, 19155
86, 19133
86, 19277
87, 18988
87, 18958
87, 18800
87, 18677
87, 18844
87, 18799
87, 18744
87, 18677
87, 18577
87, 18566
87, 18544
88, 18589
88, 18633
88, 18510
88, 18333
89, 18255
89, 18273
89, 18388
89, 18133
89, 18232
89, 18222
89, 18184
89, 18355
89, 18089
89, 18167
89, 18210
89, 18181
89, 18463
89, 18566
89, 18311
89, 18356
89, 18356
89, 18433
89, 18278
89, 18322
90, 18346
90, 18253
90, 18415
90, 18410
90, 18363
90, 18433
90, 18622
90, 18689
90, 18896
90, 18735
90, 19122
90, 19210
90, 18941
90, 19711
90, 19303
90, 19029
90, 19034
92, 18234
92, 19900
92, 19700
92, 19479
92, 19099
93, 19366
93, 19231
93, 18799
93, 18311
93, 18396
93, 18463
94, 18297
94, 18233
94, 18343
94, 18155
94, 18189
94, 18111
94, 17910
94, 18111
94, 18044
96, 18261
96, 18431
96, 18164
96, 18232
96, 18255
96, 18286
96, 18498
96, 18630
96, 18488
96, 18745
96, 18777
96, 18898
96, 18922
97, 18974
97, 19344
97, 19110
97, 19241
97, 19266
97, 19260
97, 19455
97, 19373
97, 19293
97, 19333
97, 19345
97, 19602
97, 19599
97, 19712
97, 19644
97, 19654
97, 19714
97, 19748
97, 19591
98, 19588
98, 19614
98, 19677
98, 19770
98, 20033
98, 20136
98, 20281
98, 20531
98, 20981
98, 20815
98, 21137
98, 21051
98, 21203
98, 21433
98, 21643
98, 21757
98, 21598
98, 22044
98, 22011
99, 22057
99, 22256
99, 22717
99, 23059
99, 22879
99, 22934
99, 22934
99, 23000
99, 23076
99, 23256
99, 23455
99, 23254
99, 23644
99, 23844
99, 24327
99, 24225
99, 24618
99, 24737
99, 24481
99, 24574
99, 24655
99, 24811
99, 24671
99, 25177
99, 25226
99, 25366
99, 25368
99, 25439
99, 25678
99, 25882
99, 26050
99, 26056
99, 26039
99, 26193
99, 26289
99, 26578
99, 26444
99, 26539
99, 26828
99, 27005
99, 27088
99, 27213
99, 27410
99, 28095
99, 27976
99, 28063
99, 28196
99, 28200
99, 28670
99, 28420
1, 1411
2, 1265
2, 1435
2, 1492
2, 1510
3, 1365
4, 1449
5, 1480
5, 1696
5, 2111
5, 1741
6, 2074
